epoch,accuracy,iou_metric,loss,val_accuracy,val_iou_metric,val_loss
0,0.6865496039390564,0.7788456082344055,0.7717570662498474,0.14156024158000946,0.4901297390460968,1.2092483043670654
1,0.8091596364974976,0.9977525472640991,0.5110343098640442,0.16211096942424774,0.5350967049598694,1.2157056331634521
2,0.8465021252632141,1.4845889806747437,0.4112393260002136,0.17343361675739288,0.5362465977668762,1.7660213708877563
3,0.873500406742096,1.696584939956665,0.3487173914909363,0.5307085514068604,1.0340523719787598,0.9874632358551025
4,0.8879925012588501,1.8307290077209473,0.31741657853126526,0.4015226364135742,0.7874215245246887,1.2985632419586182
5,0.9007924199104309,2.037977933883667,0.2831893861293793,0.7491702437400818,0.9463813900947571,0.556712806224823
6,0.9150844216346741,2.2476978302001953,0.24934007227420807,0.8127298355102539,1.5326095819473267,0.46100735664367676
7,0.9265653491020203,2.467984199523926,0.2216724157333374,0.8098694682121277,1.5656524896621704,0.467982679605484
8,0.9282854199409485,2.5284454822540283,0.21921125054359436,0.8430785536766052,1.7432231903076172,0.4210298955440521
9,0.9426199197769165,2.7565886974334717,0.1819220781326294,0.8834075331687927,2.191787004470825,0.3086998760700226
10,0.9515022039413452,2.9870758056640625,0.15838471055030823,0.938767671585083,2.7411816120147705,0.19267959892749786
11,0.9562371969223022,3.068552017211914,0.14503155648708344,0.9464662671089172,2.816206932067871,0.1766132116317749
12,0.9595935940742493,3.1998658180236816,0.1340143233537674,0.9476407170295715,2.9041547775268555,0.1740306168794632
13,0.9636222124099731,3.2354562282562256,0.12345217168331146,0.9548888206481934,3.2896950244903564,0.15071214735507965
14,0.9637934565544128,3.2513413429260254,0.12022991478443146,0.9459674954414368,2.992873430252075,0.17655424773693085
15,0.9702394008636475,3.4160315990448,0.10151810199022293,0.9451894760131836,3.359285354614258,0.17179365456104279
16,0.9720026850700378,3.4928064346313477,0.09413810819387436,0.9563140869140625,3.444093942642212,0.13589543104171753
17,0.9736641049385071,3.5190117359161377,0.08856015652418137,0.95466548204422,3.4927666187286377,0.13632464408874512
18,0.9774364829063416,3.6341826915740967,0.07769759744405746,0.9574508666992188,3.4976465702056885,0.12727141380310059
19,0.9788767695426941,3.6777360439300537,0.07205689698457718,0.9528133869171143,3.347151041030884,0.13692829012870789
20,0.9816330075263977,3.753584384918213,0.06394121795892715,0.9555767178535461,3.5176303386688232,0.13191373646259308
21,0.9798509478569031,3.710092782974243,0.06637116521596909,0.9451706409454346,3.447678804397583,0.14693094789981842
22,0.9813241958618164,3.739055633544922,0.06254107505083084,0.9612731337547302,3.459397315979004,0.11125800013542175
23,0.9800272583961487,3.6795690059661865,0.06522425264120102,0.9524620175361633,3.2732341289520264,0.13533195853233337
24,0.9783725142478943,3.6693108081817627,0.0695243626832962,0.9452793002128601,3.3985633850097656,0.18031086027622223
25,0.9789347052574158,3.6513211727142334,0.06697184592485428,0.9481399655342102,3.5812652111053467,0.15042395889759064
26,0.9786261916160583,3.6982834339141846,0.06705164909362793,0.9468863010406494,3.6111514568328857,0.1769838184118271
27,0.9867200255393982,3.9134297370910645,0.045995309948921204,0.9649909138679504,3.4690093994140625,0.10011696815490723
28,0.9891958832740784,3.971842050552368,0.03951307758688927,0.9661312103271484,3.4386909008026123,0.09601455926895142
29,0.9897702932357788,3.990062713623047,0.03765493631362915,0.9671314358711243,3.4125797748565674,0.09376002103090286
30,0.9901674389839172,4.002110481262207,0.036356788128614426,0.9676235318183899,3.405963897705078,0.09297121316194534
31,0.9904835820198059,4.012098789215088,0.03532832860946655,0.9680028557777405,3.408724546432495,0.09275149554014206
32,0.9907450675964355,4.020330905914307,0.03445540741086006,0.9682762622833252,3.415515661239624,0.09274902194738388
33,0.9909812808036804,4.027620792388916,0.03368084132671356,0.9685140252113342,3.4226644039154053,0.09284088760614395
34,0.9911960959434509,4.034173965454102,0.032976340502500534,0.9686825275421143,3.4283523559570312,0.09309195727109909
35,0.9913930892944336,4.040197372436523,0.03232239559292793,0.9688348770141602,3.433579444885254,0.093363918364048
36,0.9917831420898438,4.036944389343262,0.03131140023469925,0.9683910012245178,3.443913459777832,0.09484406560659409
37,0.9919454455375671,4.0507378578186035,0.030932573601603508,0.9682002663612366,3.452960729598999,0.095713309943676
38,0.9919906854629517,4.055009365081787,0.030800368636846542,0.9681650996208191,3.4587020874023438,0.09599121659994125
39,0.9920171499252319,4.056658744812012,0.030714064836502075,0.9681887626647949,3.462690591812134,0.09606653451919556
40,0.9920595288276672,4.058140754699707,0.030597658827900887,0.9682102203369141,3.4664039611816406,0.09608010202646255
41,0.992061972618103,4.058218479156494,0.03059004619717598,0.9682208895683289,3.468507766723633,0.0960930660367012
42,0.9920644760131836,4.0583062171936035,0.030582191422581673,0.9682329297065735,3.469736099243164,0.0961025133728981
43,0.9920671582221985,4.058382987976074,0.030574247241020203,0.96823650598526,3.4705276489257812,0.096105195581913
44,0.992069661617279,4.058497905731201,0.03056623414158821,0.9682400226593018,3.47119140625,0.09610909223556519
45,0.9920719265937805,4.058588981628418,0.03055807389318943,0.9682447910308838,3.4715020656585693,0.09611243009567261
46,0.9920744299888611,4.058675289154053,0.030549511313438416,0.9682499766349792,3.471789598464966,0.0961121991276741
47,0.9920769929885864,4.058783531188965,0.03054097853600979,0.9682508111000061,3.4719722270965576,0.0961165800690651
48,0.9920797944068909,4.058872699737549,0.030532237142324448,0.9682574272155762,3.4722940921783447,0.0961192175745964
49,0.9920822381973267,4.058955192565918,0.03052341565489769,0.9682605862617493,3.4725167751312256,0.09612243622541428
50,0.9920849204063416,4.05905294418335,0.030514521524310112,0.9682642817497253,3.4727232456207275,0.09612270444631577
51,0.9920879602432251,4.05915641784668,0.03050524741411209,0.9682673811912537,3.4729464054107666,0.09612826257944107
52,0.9920909404754639,4.059256076812744,0.030496058985590935,0.9682709574699402,3.473097562789917,0.09612805396318436
